# RPairs file created from KEGG LIGAND version 49.0 reaction file
# REACTION_ID	RPAIR_ID	LEFT_CPD_ID	RIGHT_CPD_ID	LINK_TYPE
R01295	RP00001	C00005	C00006	cofac
R01295	RP00013	C00001	C00007	leave
R01295	RP01415	C00156	C00180	main
R01295	RP05990	C00007	C00156	leave
R01296	RP00002	C00003	C00004	cofac
R01296	RP00013	C00001	C00007	leave
R01296	RP00474	C00156	C00230	main
R01296	RP05740	C00007	C00230	leave
R01297	RP00002	C00003	C00004	cofac
R01297	RP00013	C00001	C00007	leave
R01297	RP00475	C00156	C00530	main
R01297	RP00480	C00007	C00530	cofac
R01297	RP05754	C00011	C00156	leave
R01298	RP00001	C00005	C00006	cofac
R01298	RP00013	C00001	C00007	leave
R01298	RP00474	C00156	C00230	main
R01298	RP05740	C00007	C00230	leave
R01299	RP00001	C00005	C00006	cofac
R01299	RP00013	C00001	C00007	leave
R01299	RP00475	C00156	C00530	main
R01299	RP00480	C00007	C00530	cofac
R01299	RP05754	C00011	C00156	leave
R01300	RP00008	C00002	C00020	ligase
R01300	RP00009	C00002	C00013	ligase
R01300	RP00482	C00010	C02949	main
R01300	RP00483	C00156	C02949	main
R01301	RP00482	C00010	C02949	main
R01301	RP00483	C00156	C02949	main
R01301	RP05739	C00001	C00156	leave
R01302	RP00214	C00022	C00251	main
R01302	RP01416	C00156	C00251	main
R01303	RP00013	C00001	C00007	leave
R01303	RP00202	C00156	C00633	main
R01303	RP05990	C00007	C00156	leave
R01304	RP00012	C00015	C00029	main
R01304	RP01417	C00156	C03993	main
R01304	RP06518	C00029	C03993	trans
R01305	RP09152	C00058	C13635	main
R01305	RP09168	C00156	C13635	main
R01306	RP00013	C00001	C00007	leave
R01306	RP00502	C00007	C00067	cofac
R01306	RP01420	C00156	C02519	main
R01306	RP06519	C00067	C02519	main
R01307	RP01421	C00156	C02370	main
R01307	RP05739	C00001	C00156	leave
R01307	RP06520	C00115	C02370	leave
R01308	RP00002	C00003	C00004	cofac
R01308	RP01423	C00156	C00811	main
R01308	RP05739	C00001	C00156	leave
R01309	RP00252	C00157	C00162	main
R01309	RP01424	C00157	C00670	main
R01309	RP05684	C00001	C00162	leave
R01310	RP00517	C00114	C00157	main
R01310	RP01425	C00157	C00416	main
R01312	RP00520	C00157	C00641	main
R01312	RP01426	C00157	C00588	main
R01312	RP06521	C00001	C00588	leave
R01313	RP00526	C00060	C00157	main
R01313	RP00537	C00157	C04230	main
R01313	RP05681	C00001	C00060	leave
R01314	RP00526	C00060	C00157	main
R01314	RP00541	C00157	C04233	main
R01314	RP05681	C00001	C00060	leave
R01315	RP00252	C00157	C00162	main
R01315	RP00537	C00157	C04230	main
R01315	RP05684	C00001	C00162	leave
R01316	RP00252	C00157	C00162	main
R01316	RP00541	C00157	C04233	main
R01316	RP05684	C00001	C00162	leave
R01317	RP01427	C00157	C00219	main
R01318	RP00019	C00010	C00040	main
R01318	RP00537	C00157	C04230	main
R01318	RP06004	C00040	C00157	trans
R01319	RP00019	C00010	C00040	main
R01319	RP00541	C00157	C04233	main
R01319	RP06004	C00040	C00157	trans
R01320	RP00004	C00019	C00021	main
R01320	RP01429	C00157	C04308	main
R01320	RP06523	C00019	C00157	trans
R01321	RP00099	C00055	C00307	main
R01321	RP00520	C00157	C00641	main
R01321	RP06524	C00157	C00307	trans
R01322	RP00003	C00002	C00008	ligase
R01322	RP00010	C00002	C00009	ligase
R01322	RP00562	C00158	C00566	main
R01322	RP01430	C00010	C00566	main
R01323	RP00026	C00024	C00033	main
R01323	RP00562	C00158	C00566	main
R01323	RP06525	C00024	C00566	trans
R01324	RP01431	C00158	C00311	main
R01325	RP01432	C00158	C00417	main
R01325	RP06526	C00001	C00158	leave
R01326	RP00003	C00002	C00008	main
R01326	RP00151	C00159	C00275	main
R01326	RP06527	C00002	C00275	trans
R01327	RP00033	C00081	C00104	main
R01327	RP00151	C00159	C00275	main
R01327	RP06528	C00081	C00275	trans
R01328	RP00069	C00110	C03862	main
R01328	RP01434	C00159	C03862	main
R01328	RP05741	C00001	C00159	leave
R01329	RP01435	C00124	C05400	main
R01329	RP01436	C00159	C05400	main
R01329	RP05702	C00001	C00124	leave
R01330	RP00045	C00131	C00206	main
R01330	RP00151	C00159	C00275	main
R01330	RP06529	C00131	C00275	trans
R01331	RP05741	C00001	C00159	leave
R01332	RP01437	C00159	C02492	main
R01332	RP05741	C00001	C00159	leave
R01333	RP00002	C00003	C00004	cofac
R01333	RP01438	C00160	C00266	main
R01334	RP01439	C00160	C00988	main
R01334	RP05676	C00001	C00009	leave
R01336	RP01442	C00122	C03600	main
R01336	RP01443	C00160	C03600	main
R01337	RP00002	C00003	C00004	cofac
R01337	RP00648	C00161	C00538	main
R01337	RP05715	C00001	C00161	leave
R01338	RP00001	C00005	C00006	cofac
R01338	RP00648	C00161	C00538	main
R01338	RP05715	C00001	C00161	leave
R01339	RP00014	C00025	C00026	main
R01339	RP00068	C00161	C05167	main
R01339	RP06531	C00025	C05167	trans
R01339	RP06532	C00026	C00161	trans
R01340	RP00006	C00007	C00027	cofac
R01340	RP00120	C00161	C00405	main
R01340	RP05715	C00001	C00161	leave
R01341	RP00006	C00007	C00027	cofac
R01341	RP01444	C00161	C02613	main
R01342	RP00068	C00161	C05167	main
R01342	RP05715	C00001	C00161	leave
R01342	RP05724	C00014	C05167	leave
R01343	RP00102	C00151	C00161	main
R01343	RP00578	C00077	C01165	main
R01343	RP06534	C00077	C00151	trans
R01343	RP06535	C00161	C01165	trans
R01344	RP00120	C00161	C00405	main
R01344	RP00131	C00022	C00133	main
R01344	RP05972	C00022	C00161	trans
R01345	RP00683	C00152	C02362	main
R01345	RP01445	C00045	C00161	main
R01345	RP05982	C00161	C02362	trans
R01345	RP06537	C00045	C00152	trans
R01346	RP00102	C00151	C00161	main
R01346	RP00683	C00152	C02362	main
R01346	RP05982	C00161	C02362	trans
R01346	RP06538	C00151	C00152	trans
R01347	RP00002	C00003	C00004	cofac
R01348	RP00001	C00005	C00006	cofac
R01349	RP00004	C00019	C00021	main
R01349	RP01446	C00162	C03395	main
R01349	RP06539	C00019	C03395	trans
R01350	RP00379	C00116	C00422	main
R01350	RP00699	C00162	C00422	main
R01351	RP01447	C00116	C01885	main
R01351	RP01448	C00162	C01885	main
R01352	RP01449	C00116	C02112	main
R01352	RP01450	C00162	C02112	main
R01353	RP00003	C00002	C00008	main
R01353	RP01451	C00163	C02876	main
R01353	RP06540	C00002	C02876	trans
R01354	RP00009	C00002	C00013	leave
R01354	RP01452	C00002	C05983	main
R01354	RP01453	C00163	C05983	main
R01357	RP00008	C00002	C00020	ligase
R01357	RP00009	C00002	C00013	ligase
R01357	RP00085	C00164	C00332	main
R01357	RP00174	C00010	C00332	main
R01358	RP00085	C00164	C00332	main
R01358	RP00174	C00010	C00332	main
R01359	RP00026	C00024	C00033	main
R01359	RP00085	C00164	C00332	main
R01359	RP06541	C00024	C00332	trans
R01360	RP01456	C00024	C00356	main
R01360	RP01457	C00164	C00356	main
R01361	RP00002	C00003	C00004	cofac
R01361	RP01458	C00164	C01089	main
R01364	RP01459	C00122	C01061	main
R01364	RP01460	C00164	C01061	main
R01364	RP06085	C00001	C00122	leave
R01365	RP00085	C00164	C00332	main
R01365	RP00206	C00136	C00246	main
R01365	RP06542	C00136	C00332	trans
R01366	RP00274	C00164	C00207	main
R01366	RP05804	C00011	C00164	leave
R01367	RP01461	C00164	C06144	main
R01368	RP00019	C00010	C00040	main
R01368	RP01462	C00165	C02112	main
R01368	RP06543	C00040	C00165	trans
R01369	RP00281	C00165	C00422	main
R01369	RP01463	C00060	C00422	main
R01369	RP05681	C00001	C00060	leave
R01370	RP00002	C00003	C00004	cofac
R01370	RP00286	C00166	C05607	main
R01371	RP00001	C00005	C00006	cofac
R01371	RP00286	C00166	C05607	main
R01372	RP01464	C00166	C05852	main
R01372	RP06003	C00007	C05852	leave
R01372	RP06005	C00011	C00166	leave
R01373	RP01465	C00166	C00254	main
R01373	RP05817	C00011	C00254	leave
R01374	RP00289	C00166	C02265	main
R01374	RP05820	C00001	C00166	leave
R01374	RP06545	C00014	C02265	leave
R01375	RP00057	C00079	C00166	main
R01375	RP00133	C00064	C00940	main
R01375	RP06546	C00064	C00079	trans
R01375	RP06547	C00166	C00940	trans
R01376	RP00057	C00079	C00166	main
R01376	RP00101	C00078	C00331	main
R01376	RP06548	C00078	C00079	trans
R01376	RP06549	C00166	C00331	trans
R01377	RP01466	C00166	C00601	main
R01377	RP06005	C00011	C00166	leave
R01378	RP01467	C00166	C02763	main
R01381	RP00293	C00075	C00167	trans
R01381	RP00382	C00013	C00075	main
R01381	RP01469	C00167	C05385	main
R01383	RP00028	C00015	C00167	main
R01383	RP06551	C00167	C03033	trans
R01384	RP01471	C00167	C00190	main
R01384	RP06552	C00011	C00167	leave
R01385	RP01472	C00167	C00617	main
R01386	RP06552	C00011	C00167	leave
R01386	RP10987	C00167	C01623	main
R01387	RP01473	C00167	C02330	main
R01388	RP00002	C00003	C00004	cofac
R01388	RP00299	C00168	C00258	main
R01390	RP01474	C00168	C00975	main
R01390	RP06108	C00011	C00975	leave
R01392	RP00001	C00005	C00006	cofac
R01392	RP00299	C00168	C00258	main
R01393	RP01475	C00168	C00266	main
R01393	RP06553	C00011	C00168	leave
R01394	RP01476	C00168	C01146	main
R01395	RP00003	C00002	C00008	main
R01395	RP01477	C00169	C01563	main
R01395	RP03826	C00002	C00169	trans
R01396	RP01478	C00047	C02427	main
R01396	RP01479	C00169	C02427	main
R01396	RP05719	C00009	C00169	leave
R01397	RP00423	C00049	C00438	main
R01397	RP01480	C00169	C00438	main
R01397	RP05719	C00009	C00169	leave
R01398	RP00576	C00077	C00327	main
R01398	RP01481	C00169	C00327	main
R01398	RP05719	C00009	C00169	leave
R01399	RP00489	C00134	C00436	main
R01399	RP01482	C00169	C00436	main
R01399	RP05719	C00009	C00169	leave
R01401	RP00318	C00147	C00170	main
R01401	RP01483	C00170	C03089	main
R01402	RP00318	C00147	C00170	main
R01402	RP01484	C00170	C04188	main
R01402	RP06555	C00009	C04188	leave
R01403	RP00002	C00003	C00004	cofac
R01403	RP00322	C00173	C00693	main
R01404	RP00001	C00005	C00006	cofac
R01404	RP00322	C00173	C00693	main
R01406	RP00008	C00002	C00020	ligase
R01406	RP00009	C00002	C00013	ligase
R01406	RP00108	C00173	C00229	main
R01406	RP01485	C00173	C00638	main
R01407	RP00008	C00002	C00020	ligase
R01407	RP00009	C00002	C00013	ligase
R01408	RP01488	C00488	C01326	main
R01408	RP05851	C00001	C00488	leave
R01409	RP00329	C00177	C05712	main
R01409	RP01489	C00071	C05712	main
R01411	RP01490	C00178	C02376	main
R01411	RP06556	C00001	C00178	leave
R01411	RP06557	C00014	C02376	leave
R01412	RP00015	C00026	C00042	cofac
R01412	RP01491	C00178	C03088	main
R01412	RP05677	C00011	C00026	leave
R01412	RP05690	C00007	C00042	leave
R01414	RP00002	C00003	C00004	cofac
R01414	RP00332	C00178	C00906	main
R01415	RP00001	C00005	C00006	cofac
R01415	RP00332	C00178	C00906	main
R01416	RP01493	C00179	C00436	main
R01416	RP06560	C00001	C00436	leave
R01416	RP06561	C00014	C00179	leave
R01417	RP00003	C00002	C00008	main
R01417	RP01494	C00179	C02726	main
R01417	RP06562	C00002	C02726	trans
R01418	RP01495	C00086	C03047	main
R01418	RP01496	C00179	C03047	main
R01418	RP05692	C00001	C00086	leave
R01419	RP00002	C00003	C00004	cofac
R01419	RP00337	C00180	C00261	main
R01419	RP05708	C00001	C00180	leave
R01420	RP00001	C00005	C00006	cofac
R01420	RP00337	C00180	C00261	main
R01420	RP05708	C00001	C00180	leave
R01421	RP01497	C00009	C06206	main
R01421	RP01498	C00180	C06206	main
R01421	RP05676	C00001	C00009	leave
R01422	RP00008	C00002	C00020	ligase
R01422	RP00009	C00002	C00013	ligase
R01422	RP00053	C00010	C00512	main
R01422	RP01499	C00180	C00512	main
R01423	RP01500	C00020	C06433	main
R01423	RP01501	C00180	C06433	main
R01423	RP05688	C00001	C00020	leave
R01424	RP00345	C00037	C01586	main
R01424	RP01502	C00180	C01586	main
R01424	RP05708	C00001	C00180	leave
R01425	RP01503	C00179	C02253	main
R01425	RP01504	C00180	C02253	main
R01425	RP05708	C00001	C00180	leave
R01426	RP00002	C00003	C00004	cofac
R01426	RP01506	C00180	C00423	main
R01426	RP05708	C00001	C00180	leave
R01429	RP00002	C00003	C00004	cofac
R01429	RP00348	C00181	C02266	main
R01430	RP00001	C00005	C00006	cofac
R01430	RP00348	C00181	C02266	main
R01431	RP00001	C00005	C00006	cofac
R01431	RP01507	C00181	C00379	main
R01432	RP01508	C00181	C00310	main
R01433	RP01509	C00181	C02352	main
R01433	RP05872	C00001	C00181	leave
R01434	RP00002	C00003	C00004	cofac
R01434	RP00097	C00141	C00183	main
R01434	RP05926	C00001	C00141	leave
R01434	RP05928	C00014	C00183	leave
R01437	RP01510	C00183	C02787	main
R01437	RP06563	C00011	C00183	leave
R01440	RP00080	C00118	C00231	main
R01440	RP00357	C00067	C00184	main
R01440	RP05875	C00184	C00231	trans
R01441	RP00003	C00002	C00008	main
R01441	RP01511	C00185	C04534	main
R01441	RP06564	C00002	C04534	trans
R01442	RP00006	C00007	C00027	cofac
R01442	RP00170	C00185	C01093	main
R01443	RP00170	C00185	C01093	main
R01444	RP01512	C00031	C06219	main
R01444	RP01513	C00185	C06219	main
R01444	RP05679	C00001	C00031	leave
R01445	RP01514	C00185	C02964	main
R01446	RP00002	C00003	C00004	cofac
R01446	RP01515	C00186	C00424	main
R01447	RP00215	C00022	C00186	main
R01447	RP01516	C00036	C00711	cofac
R01448	RP01517	C00186	C02914	main
R01448	RP05685	C00001	C00059	leave
R01449	RP00117	C00100	C00163	main
R01449	RP00368	C00186	C00827	main
R01449	RP06567	C00100	C00827	trans
R01450	RP01518	C00186	C00256	main
R01451	RP00002	C00003	C00004	cofac
R01451	RP00371	C00187	C01164	main
R01452	RP00001	C00005	C00006	cofac
R01452	RP00013	C00001	C00007	cofac
R01452	RP01519	C00187	C15992	main
R01452	RP06568	C00007	C15992	leave
R01453	RP00001	C00005	C00006	cofac
R01453	RP00013	C00001	C00007	leave
R01453	RP01520	C00187	C05418	main
R01453	RP06569	C00007	C05418	leave
R01454	RP00013	C00001	C00007	cofac
R01454	RP01521	C00187	C05500	main
R01454	RP06570	C00007	C05500	leave
R01456	RP00001	C00005	C00006	cofac
R01456	RP00371	C00187	C01164	main
R01457	RP00001	C00005	C00006	cofac
R01457	RP01522	C00187	C01802	main
R01459	RP00006	C00007	C00027	cofac
R01459	RP01523	C00187	C00599	main
R01460	RP01524	C00031	C03855	main
R01460	RP01525	C00187	C03855	main
R01460	RP05679	C00001	C00031	leave
R01461	RP00019	C00010	C00040	main
R01461	RP00224	C00187	C02530	main
R01461	RP06571	C00040	C02530	trans
R01462	RP00224	C00187	C02530	main
R01462	RP05684	C00001	C00162	leave
R01463	RP00001	C00005	C00006	cofac
R01463	RP00013	C00001	C00007	leave
R01463	RP01527	C00187	C03594	main
R01465	RP00002	C00003	C00004	cofac
R01465	RP01528	C00188	C03508	main
R01466	RP01529	C00188	C01102	main
R01466	RP05676	C00001	C00009	leave
R01466	RP06573	C00009	C01102	leave
R01467	RP01530	C00188	C00820	main
R01468	RP00003	C00002	C00008	main
R01468	RP01531	C00189	C00346	main
R01468	RP06574	C00002	C00346	trans
R01469	RP00006	C00007	C00027	cofac
R01469	RP01532	C00189	C00266	main
R01469	RP05871	C00014	C00189	leave
R01470	RP01533	C00093	C01233	main
R01470	RP01534	C00189	C01233	main
R01470	RP05755	C00001	C00093	leave
R01471	RP00382	C00013	C00075	leave
R01471	RP01535	C00190	C03737	main
R01471	RP01536	C00075	C00190	main
R01472	RP00087	C00015	C00190	main
R01472	RP00394	C00110	C01191	main
R01472	RP06576	C00190	C01191	trans
R01473	RP01537	C00190	C00935	main
R01474	RP00087	C00015	C00190	main
R01476	RP00003	C00002	C00008	main
R01476	RP01539	C00191	C05385	main
R01476	RP06578	C00002	C05385	trans
R01478	RP01540	C00069	C03033	main
R01478	RP01541	C00191	C03033	main
R01478	RP05716	C00001	C00191	leave
R01480	RP01542	C00069	C06370	main
R01480	RP01543	C00191	C06370	main
R01480	RP05716	C00001	C00191	leave
R01481	RP00001	C00005	C00006	cofac
R01481	RP01544	C00191	C00800	main
R01482	RP01545	C00191	C00905	main
R01483	RP01546	C00191	C02670	main
R01483	RP05716	C00001	C00191	leave
R01484	RP05716	C00001	C00191	leave
R01485	RP01549	C00192	C03124	main
R01485	RP05744	C00014	C00192	leave
R01486	RP00002	C00003	C00004	cofac
R01487	RP00002	C00003	C00004	cofac
R01488	RP00001	C00005	C00006	cofac
R01489	RP00006	C00007	C00027	cofac
R01490	RP00001	C00005	C00006	cofac
R01490	RP00008	C00002	C00020	ligase
R01490	RP00009	C00002	C00013	ligase
R01491	RP00006	C00007	C00027	cofac
R01492	RP01551	C00194	C00853	main
R01492	RP06579	C00002	C00194	trans
R01492	RP10355	C00002	C00536	leave
R01493	RP00269	C00195	C00319	main
R01493	RP01552	C00060	C00195	main
R01493	RP05681	C00001	C00060	leave
R01494	RP00269	C00195	C00319	main
R01494	RP01553	C00162	C00195	main
R01494	RP05684	C00001	C00162	leave
R01495	RP00003	C00002	C00008	main
R01495	RP00413	C00195	C02960	main
R01495	RP06580	C00002	C02960	trans
R01496	RP00019	C00010	C00040	main
R01496	RP00269	C00195	C00319	main
R01496	RP06581	C00040	C00195	trans
R01497	RP00012	C00015	C00029	main
R01497	RP00414	C00195	C01190	main
R01497	RP06582	C00029	C01190	trans
R01498	RP00414	C00195	C01190	main
R01498	RP01554	C00031	C01190	main
R01498	RP05679	C00001	C00031	leave
R01500	RP00017	C00015	C00052	main
R01500	RP00160	C00195	C02686	main
R01500	RP06583	C00052	C02686	trans
R01501	RP01555	C00195	C03701	main
R01503	RP00107	C00055	C00570	main
R01503	RP01558	C00195	C06062	main
R01503	RP06584	C00570	C06062	trans
R01504	RP00009	C00002	C00013	leave
R01504	RP01559	C00002	C04030	main
R01504	RP01560	C00196	C04030	main
R01505	RP00002	C00003	C00004	cofac
R01505	RP01561	C00196	C04171	main
R01506	RP01562	C00196	C03666	main
R01506	RP06585	C00007	C03666	leave
R01507	RP01563	C00196	C04480	main
R01507	RP06586	C00007	C04480	leave
R01508	RP00013	C00001	C00007	leave
R01508	RP01564	C00196	C00587	main
R01509	RP00003	C00002	C00008	ligase
R01509	RP00010	C00002	C00009	ligase
R01509	RP00428	C00065	C04204	main
R01509	RP00433	C00196	C04204	main
R01510	RP00008	C00002	C00020	ligase
R01510	RP00009	C00002	C00013	ligase
R01510	RP00428	C00065	C04204	main
R01510	RP00433	C00196	C04204	main
R01511	RP00435	C00197	C00258	main
R01511	RP05676	C00001	C00009	leave
R01512	RP00003	C00002	C00008	main
R01512	RP00113	C00197	C00236	main
R01512	RP06588	C00002	C00236	trans
R01513	RP00002	C00003	C00004	cofac
R01513	RP01565	C00197	C03232	main
R01514	RP00003	C00002	C00008	main
R01514	RP00435	C00197	C00258	main
R01514	RP06589	C00002	C00197	trans
R01515	RP00113	C00197	C00236	main
R01515	RP00183	C00009	C00236	main
R01515	RP05676	C00001	C00009	leave
R01516	RP01566	C00009	C01159	main
R01516	RP01567	C00197	C01159	main
R01516	RP05676	C00001	C00009	leave
R01517	RP00055	C00035	C00044	main
R01517	RP00113	C00197	C00236	main
R01517	RP06590	C00044	C00236	trans
R01518	RP01568	C00197	C00631	main
R01519	RP01569	C00198	C00257	main
R01520	RP00002	C00003	C00004	cofac
R01520	RP00184	C00198	C00221	main
R01521	RP00001	C00005	C00006	cofac
R01521	RP00184	C00198	C00221	main
R01522	RP00006	C00007	C00027	cofac
R01522	RP00184	C00198	C00221	main
R01523	RP00003	C00002	C00008	main
R01523	RP01570	C00199	C01182	main
R01523	RP06591	C00002	C01182	trans
R01524	RP00002	C00003	C00004	cofac
R01524	RP00457	C00199	C01068	main
R01525	RP00001	C00005	C00006	cofac
R01525	RP00457	C00199	C01068	main
R01526	RP00003	C00002	C00008	main
R01526	RP01571	C00199	C00309	main
R01526	RP06592	C00002	C00199	trans
R01528	RP00001	C00005	C00006	cofac
R01528	RP01572	C00199	C00345	main
R01528	RP06593	C00011	C00345	leave
R01529	RP01573	C00199	C00231	main
R01530	RP01574	C00199	C01112	main
R01532	RP05686	C00001	C00013	leave
R01532	RP05750	C00013	C00201	leave
R01533	RP01578	C00202	C03113	main
R01533	RP06594	C00202	C00742	leave
R01535	RP00442	C00052	C00105	main
R01535	RP06596	C00052	C04507	trans
R01538	RP01580	C00204	C00257	main
R01540	RP01581	C00204	C00817	main
R01541	RP00003	C00002	C00008	main
R01541	RP01582	C00204	C04442	main
R01541	RP06598	C00002	C04442	trans
R01542	RP00002	C00003	C00004	cofac
R01542	RP01583	C00204	C04349	main
R01543	RP00001	C00005	C00006	cofac
R01543	RP01584	C00204	C04471	main
R01544	RP01585	C00204	C03752	main
R01544	RP06599	C00014	C03752	leave
R01547	RP00003	C00002	C00008	main
R01547	RP01586	C00206	C00360	main
R01547	RP06600	C00002	C00206	trans
R01548	RP00044	C00055	C00475	main
R01548	RP00045	C00131	C00206	main
R01548	RP06601	C00055	C00131	trans
R01549	RP00042	C00105	C00299	main
R01549	RP00045	C00131	C00206	main
R01549	RP06602	C00105	C00131	trans
R01550	RP00001	C00005	C00006	cofac
R01550	RP01587	C00207	C01845	main
R01553	RP01588	C00207	C02659	main
R01553	RP01589	C01326	C02659	main
R01555	RP01590	C00031	C00208	main
R01555	RP01591	C00208	C00663	main
R01555	RP05355	C00009	C00663	leave
R01556	RP00007	C00010	C00024	main
R01556	RP01592	C00208	C02130	main
R01556	RP06603	C00024	C02130	trans
R01557	RP01593	C00208	C01083	main
R01558	RP00008	C00002	C00020	ligase
R01558	RP00009	C00002	C00013	ligase
R01558	RP00229	C00010	C00313	main
R01558	RP00498	C00209	C00313	main
R01559	RP00032	C00042	C00091	main
R01559	RP00498	C00209	C00313	main
R01559	RP06604	C00091	C00313	trans
R01560	RP01594	C00212	C00294	main
R01560	RP06605	C00001	C00294	leave
R01560	RP06606	C00014	C00212	leave
R01561	RP00596	C00147	C00212	main
R01561	RP05759	C00009	C00620	leave
R01562	RP01596	C00212	C01367	main
R01562	RP05676	C00001	C00009	leave
R01563	RP01597	C00213	C01043	main
R01563	RP05682	C00001	C00011	leave
R01563	RP06609	C00014	C01043	leave
R01564	RP00006	C00007	C00027	cofac
R01564	RP00510	C00213	C01026	main
R01564	RP00516	C00067	C01026	main
R01564	RP05693	C00001	C00067	leave
R01565	RP00510	C00213	C01026	main
R01565	RP00516	C00067	C01026	main
R01565	RP05693	C00001	C00067	leave
R01566	RP01598	C00086	C00300	main
R01566	RP01599	C00213	C00300	main
R01566	RP05692	C00001	C00086	leave
R01567	RP00003	C00002	C00008	main
R01567	RP00136	C00214	C00364	main
R01567	RP06610	C00002	C00364	trans
R01568	RP00056	C00008	C00020	main
R01568	RP00136	C00214	C00364	main
R01568	RP06611	C00008	C00364	trans
R01569	RP00136	C00214	C00364	main
R01569	RP05676	C00001	C00009	leave
R01570	RP00522	C00178	C00214	main
R01570	RP05735	C00009	C00672	leave
